step,t_sec,timestamp_utc,frame_id_hex,byte0,byte1,byte2,byte3,byte4,byte5,byte6,byte7,can_heartbeat_ok,warning_tag,control_action,risk_level
3396,339.6,2026-04-22T08:40:40.302835+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3396,339.6,2026-04-22T08:40:40.302835+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3396,339.6,2026-04-22T08:40:40.302835+00:00,0x18F189A0,51,0,5,0,0,0,0,0,1,,FORWARD,normal
3396,339.6,2026-04-22T08:40:40.302835+00:00,0x18F190A0,122,3,2,1,220,0,0,0,1,,FORWARD,normal
3397,339.7,2026-04-22T08:40:40.303015+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3397,339.7,2026-04-22T08:40:40.303015+00:00,0x18F182A0,158,62,157,121,0,0,0,0,1,,FORWARD,normal
3397,339.7,2026-04-22T08:40:40.303015+00:00,0x18F183A0,144,1,25,0,91,3,128,3,1,,FORWARD,normal
3397,339.7,2026-04-22T08:40:40.303015+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3397,339.7,2026-04-22T08:40:40.303015+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3397,339.7,2026-04-22T08:40:40.303015+00:00,0x18F189A0,51,0,7,0,0,0,0,0,1,,FORWARD,normal
3397,339.7,2026-04-22T08:40:40.303015+00:00,0x18F190A0,128,3,2,1,218,0,0,0,1,,FORWARD,normal
3398,339.8,2026-04-22T08:40:40.303194+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3398,339.8,2026-04-22T08:40:40.303194+00:00,0x18F182A0,155,66,158,118,0,0,0,0,1,,FORWARD,normal
3398,339.8,2026-04-22T08:40:40.303194+00:00,0x18F183A0,144,1,26,0,99,3,140,3,1,,FORWARD,normal
3398,339.8,2026-04-22T08:40:40.303194+00:00,0x18F184A0,125,101,54,55,87,109,68,58,1,,FORWARD,normal
3398,339.8,2026-04-22T08:40:40.303194+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3398,339.8,2026-04-22T08:40:40.303194+00:00,0x18F189A0,50,0,6,0,0,0,0,0,1,,FORWARD,normal
3398,339.8,2026-04-22T08:40:40.303194+00:00,0x18F190A0,140,3,2,1,218,0,0,0,1,,FORWARD,normal
3399,339.9,2026-04-22T08:40:40.303373+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3399,339.9,2026-04-22T08:40:40.303373+00:00,0x18F182A0,158,62,157,118,0,0,0,0,1,,FORWARD,normal
3399,339.9,2026-04-22T08:40:40.303373+00:00,0x18F183A0,144,1,27,0,105,3,131,3,1,,FORWARD,normal
3399,339.9,2026-04-22T08:40:40.303373+00:00,0x18F184A0,125,101,54,55,87,112,68,58,1,,FORWARD,normal
3399,339.9,2026-04-22T08:40:40.303373+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3399,339.9,2026-04-22T08:40:40.303373+00:00,0x18F189A0,49,0,6,0,0,0,0,0,1,,FORWARD,normal
3399,339.9,2026-04-22T08:40:40.303373+00:00,0x18F190A0,131,3,2,1,218,0,0,0,1,,FORWARD,normal
3400,340.0,2026-04-22T08:40:40.303556+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3400,340.0,2026-04-22T08:40:40.303556+00:00,0x18F182A0,160,62,156,118,0,0,0,0,1,,FORWARD,normal
3400,340.0,2026-04-22T08:40:40.303556+00:00,0x18F183A0,144,1,29,0,100,3,112,3,1,,FORWARD,normal
3400,340.0,2026-04-22T08:40:40.303556+00:00,0x18F184A0,125,101,54,55,87,111,68,58,1,,FORWARD,normal
3400,340.0,2026-04-22T08:40:40.303556+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3400,340.0,2026-04-22T08:40:40.303556+00:00,0x18F189A0,49,0,5,0,0,0,0,0,1,,FORWARD,normal
3400,340.0,2026-04-22T08:40:40.303556+00:00,0x18F190A0,112,3,2,1,220,0,0,0,1,,FORWARD,normal
3401,340.1,2026-04-22T08:40:40.303733+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3401,340.1,2026-04-22T08:40:40.303733+00:00,0x18F182A0,159,62,157,119,0,0,0,0,1,,FORWARD,normal
3401,340.1,2026-04-22T08:40:40.303733+00:00,0x18F183A0,144,1,31,0,92,3,120,3,1,,FORWARD,normal
3401,340.1,2026-04-22T08:40:40.303733+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3401,340.1,2026-04-22T08:40:40.303733+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3401,340.1,2026-04-22T08:40:40.303733+00:00,0x18F189A0,48,0,6,0,0,0,0,0,1,,FORWARD,normal
3401,340.1,2026-04-22T08:40:40.303733+00:00,0x18F190A0,120,3,2,1,218,0,0,0,1,,FORWARD,normal
3402,340.2,2026-04-22T08:40:40.303912+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3402,340.2,2026-04-22T08:40:40.303912+00:00,0x18F182A0,158,63,157,118,0,0,0,0,1,,FORWARD,normal
3402,340.2,2026-04-22T08:40:40.303912+00:00,0x18F183A0,144,1,31,0,107,3,148,3,1,,FORWARD,normal
3402,340.2,2026-04-22T08:40:40.303912+00:00,0x18F184A0,125,101,54,56,87,112,68,58,1,,FORWARD,normal
3402,340.2,2026-04-22T08:40:40.303912+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3402,340.2,2026-04-22T08:40:40.303912+00:00,0x18F189A0,48,0,6,0,0,0,0,0,1,,FORWARD,normal
3402,340.2,2026-04-22T08:40:40.303912+00:00,0x18F190A0,148,3,2,1,220,0,0,0,1,,FORWARD,normal
3403,340.3,2026-04-22T08:40:40.304090+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3403,340.3,2026-04-22T08:40:40.304090+00:00,0x18F182A0,158,63,157,119,0,0,0,0,1,,FORWARD,normal
3403,340.3,2026-04-22T08:40:40.304090+00:00,0x18F183A0,144,1,32,0,85,3,131,3,1,,FORWARD,normal
3403,340.3,2026-04-22T08:40:40.304090+00:00,0x18F184A0,125,101,54,54,87,108,68,58,1,,FORWARD,normal
3403,340.3,2026-04-22T08:40:40.304090+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3403,340.3,2026-04-22T08:40:40.304090+00:00,0x18F189A0,47,0,6,0,0,0,0,0,1,,FORWARD,normal
3403,340.3,2026-04-22T08:40:40.304090+00:00,0x18F190A0,131,3,2,1,217,0,0,0,1,,FORWARD,normal
3404,340.4,2026-04-22T08:40:40.304268+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3404,340.4,2026-04-22T08:40:40.304268+00:00,0x18F182A0,155,63,155,118,0,0,0,0,1,,FORWARD,normal
3404,340.4,2026-04-22T08:40:40.304268+00:00,0x18F183A0,144,1,33,0,102,3,150,3,1,,FORWARD,normal
3404,340.4,2026-04-22T08:40:40.304268+00:00,0x18F184A0,125,101,54,56,87,109,68,58,1,,FORWARD,normal
3404,340.4,2026-04-22T08:40:40.304268+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3404,340.4,2026-04-22T08:40:40.304268+00:00,0x18F189A0,47,0,6,0,0,0,0,0,1,,FORWARD,normal
3404,340.4,2026-04-22T08:40:40.304268+00:00,0x18F190A0,150,3,2,1,220,0,0,0,1,,FORWARD,normal
3405,340.5,2026-04-22T08:40:40.304447+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3405,340.5,2026-04-22T08:40:40.304447+00:00,0x18F182A0,157,63,157,119,0,0,0,0,1,,FORWARD,normal
3405,340.5,2026-04-22T08:40:40.304447+00:00,0x18F183A0,144,1,33,0,115,3,146,3,1,,FORWARD,normal
3405,340.5,2026-04-22T08:40:40.304447+00:00,0x18F184A0,125,101,54,55,87,111,68,58,1,,FORWARD,normal
3405,340.5,2026-04-22T08:40:40.304447+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3405,340.5,2026-04-22T08:40:40.304447+00:00,0x18F189A0,46,0,6,0,0,0,0,0,1,,FORWARD,normal
3405,340.5,2026-04-22T08:40:40.304447+00:00,0x18F190A0,146,3,2,1,220,0,0,0,1,,FORWARD,normal
3406,340.6,2026-04-22T08:40:40.304626+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3406,340.6,2026-04-22T08:40:40.304626+00:00,0x18F182A0,158,62,157,118,0,0,0,0,1,,FORWARD,normal
3406,340.6,2026-04-22T08:40:40.304626+00:00,0x18F183A0,144,1,35,0,106,3,136,3,1,,FORWARD,normal
3406,340.6,2026-04-22T08:40:40.304626+00:00,0x18F184A0,125,101,54,55,87,111,68,58,1,,FORWARD,normal
3406,340.6,2026-04-22T08:40:40.304626+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3406,340.6,2026-04-22T08:40:40.304626+00:00,0x18F189A0,45,0,5,0,0,0,0,0,1,,FORWARD,normal
3406,340.6,2026-04-22T08:40:40.304626+00:00,0x18F190A0,136,3,2,1,220,0,0,0,1,,FORWARD,normal
3407,340.7,2026-04-22T08:40:40.304878+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3407,340.7,2026-04-22T08:40:40.304878+00:00,0x18F182A0,157,62,155,118,0,0,0,0,1,,FORWARD,normal
3407,340.7,2026-04-22T08:40:40.304878+00:00,0x18F183A0,144,1,36,0,100,3,123,3,1,,FORWARD,normal
3407,340.7,2026-04-22T08:40:40.304878+00:00,0x18F184A0,125,101,54,55,87,109,68,58,1,,FORWARD,normal
3407,340.7,2026-04-22T08:40:40.304878+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3407,340.7,2026-04-22T08:40:40.304878+00:00,0x18F189A0,45,0,6,0,0,0,0,0,1,,FORWARD,normal
3407,340.7,2026-04-22T08:40:40.304878+00:00,0x18F190A0,123,3,2,1,218,0,0,0,1,,FORWARD,normal
3408,340.8,2026-04-22T08:40:40.305063+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3408,340.8,2026-04-22T08:40:40.305063+00:00,0x18F182A0,156,61,156,118,0,0,0,0,1,,FORWARD,normal
3408,340.8,2026-04-22T08:40:40.305063+00:00,0x18F183A0,144,1,38,0,100,3,134,3,1,,FORWARD,normal
3408,340.8,2026-04-22T08:40:40.305063+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3408,340.8,2026-04-22T08:40:40.305063+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3408,340.8,2026-04-22T08:40:40.305063+00:00,0x18F189A0,44,0,6,0,0,0,0,0,1,,FORWARD,normal
3408,340.8,2026-04-22T08:40:40.305063+00:00,0x18F190A0,134,3,2,1,219,0,0,0,1,,FORWARD,normal
3409,340.9,2026-04-22T08:40:40.305242+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3409,340.9,2026-04-22T08:40:40.305242+00:00,0x18F182A0,156,61,157,118,0,0,0,0,1,,FORWARD,normal
3409,340.9,2026-04-22T08:40:40.305242+00:00,0x18F183A0,144,1,39,0,91,3,143,3,1,,FORWARD,normal
3409,340.9,2026-04-22T08:40:40.305242+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3409,340.9,2026-04-22T08:40:40.305242+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3409,340.9,2026-04-22T08:40:40.305242+00:00,0x18F189A0,43,0,6,0,0,0,0,0,1,,FORWARD,normal
3409,340.9,2026-04-22T08:40:40.305242+00:00,0x18F190A0,143,3,2,1,219,0,0,0,1,,FORWARD,normal
3410,341.0,2026-04-22T08:40:40.305421+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3410,341.0,2026-04-22T08:40:40.305421+00:00,0x18F182A0,155,61,158,118,0,0,0,0,1,,FORWARD,normal
3410,341.0,2026-04-22T08:40:40.305421+00:00,0x18F183A0,144,1,40,0,113,3,144,3,1,,FORWARD,normal
3410,341.0,2026-04-22T08:40:40.305421+00:00,0x18F184A0,125,101,54,55,87,109,68,58,1,,FORWARD,normal
3410,341.0,2026-04-22T08:40:40.305421+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3410,341.0,2026-04-22T08:40:40.305421+00:00,0x18F189A0,42,0,6,0,0,0,0,0,1,,FORWARD,normal
3410,341.0,2026-04-22T08:40:40.305421+00:00,0x18F190A0,144,3,2,1,219,0,0,0,1,,FORWARD,normal
3411,341.1,2026-04-22T08:40:40.305626+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3411,341.1,2026-04-22T08:40:40.305626+00:00,0x18F182A0,161,60,156,117,0,0,0,0,1,,FORWARD,normal
3411,341.1,2026-04-22T08:40:40.305626+00:00,0x18F183A0,144,1,41,0,112,3,125,3,1,,FORWARD,normal
3411,341.1,2026-04-22T08:40:40.305626+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3411,341.1,2026-04-22T08:40:40.305626+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3411,341.1,2026-04-22T08:40:40.305626+00:00,0x18F189A0,41,0,6,0,0,0,0,0,1,,FORWARD,normal
3411,341.1,2026-04-22T08:40:40.305626+00:00,0x18F190A0,125,3,2,1,220,0,0,0,1,,FORWARD,normal
3412,341.2,2026-04-22T08:40:40.305818+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3412,341.2,2026-04-22T08:40:40.305818+00:00,0x18F182A0,159,59,156,117,0,0,0,0,1,,FORWARD,normal
3412,341.2,2026-04-22T08:40:40.305818+00:00,0x18F183A0,144,1,43,0,118,3,128,3,1,,FORWARD,normal
3412,341.2,2026-04-22T08:40:40.305818+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3412,341.2,2026-04-22T08:40:40.305818+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3412,341.2,2026-04-22T08:40:40.305818+00:00,0x18F189A0,41,0,7,0,0,0,0,0,1,,FORWARD,normal
3412,341.2,2026-04-22T08:40:40.305818+00:00,0x18F190A0,128,3,2,1,219,0,0,0,1,,FORWARD,normal
3413,341.3,2026-04-22T08:40:40.306000+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3413,341.3,2026-04-22T08:40:40.306000+00:00,0x18F182A0,159,63,155,118,0,0,0,0,1,,FORWARD,normal
3413,341.3,2026-04-22T08:40:40.306000+00:00,0x18F183A0,144,1,43,0,115,3,147,3,1,,FORWARD,normal
3413,341.3,2026-04-22T08:40:40.306000+00:00,0x18F184A0,125,101,54,56,87,111,68,58,1,,FORWARD,normal
3413,341.3,2026-04-22T08:40:40.306000+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3413,341.3,2026-04-22T08:40:40.306000+00:00,0x18F189A0,40,0,6,0,0,0,0,0,1,,FORWARD,normal
3413,341.3,2026-04-22T08:40:40.306000+00:00,0x18F190A0,147,3,2,1,219,0,0,0,1,,FORWARD,normal
3414,341.4,2026-04-22T08:40:40.306181+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3414,341.4,2026-04-22T08:40:40.306181+00:00,0x18F182A0,157,62,155,120,0,0,0,0,1,,FORWARD,normal
3414,341.4,2026-04-22T08:40:40.306181+00:00,0x18F183A0,144,1,45,0,126,3,132,3,1,,FORWARD,normal
3414,341.4,2026-04-22T08:40:40.306181+00:00,0x18F184A0,125,101,54,54,87,111,68,58,1,,FORWARD,normal
3414,341.4,2026-04-22T08:40:40.306181+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3414,341.4,2026-04-22T08:40:40.306181+00:00,0x18F189A0,39,0,6,0,0,0,0,0,1,,FORWARD,normal
3414,341.4,2026-04-22T08:40:40.306181+00:00,0x18F190A0,132,3,2,1,219,0,0,0,1,,FORWARD,normal
3415,341.5,2026-04-22T08:40:40.306361+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3415,341.5,2026-04-22T08:40:40.306361+00:00,0x18F182A0,158,60,156,118,0,0,0,0,1,,FORWARD,normal
3415,341.5,2026-04-22T08:40:40.306361+00:00,0x18F183A0,144,1,46,0,105,3,140,3,1,,FORWARD,normal
3415,341.5,2026-04-22T08:40:40.306361+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3415,341.5,2026-04-22T08:40:40.306361+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3415,341.5,2026-04-22T08:40:40.306361+00:00,0x18F189A0,38,0,6,0,0,0,0,0,1,,FORWARD,normal
3415,341.5,2026-04-22T08:40:40.306361+00:00,0x18F190A0,140,3,2,1,218,0,0,0,1,,FORWARD,normal
3416,341.6,2026-04-22T08:40:40.306594+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3416,341.6,2026-04-22T08:40:40.306594+00:00,0x18F182A0,158,62,154,117,0,0,0,0,1,,FORWARD,normal
3416,341.6,2026-04-22T08:40:40.306594+00:00,0x18F183A0,144,1,47,0,116,3,139,3,1,,FORWARD,normal
3416,341.6,2026-04-22T08:40:40.306594+00:00,0x18F184A0,125,101,54,54,87,110,68,58,1,,FORWARD,normal
3416,341.6,2026-04-22T08:40:40.306594+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3416,341.6,2026-04-22T08:40:40.306594+00:00,0x18F189A0,38,0,6,0,0,0,0,0,1,,FORWARD,normal
3416,341.6,2026-04-22T08:40:40.306594+00:00,0x18F190A0,139,3,2,1,219,0,0,0,1,,FORWARD,normal
3417,341.7,2026-04-22T08:40:40.306788+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3417,341.7,2026-04-22T08:40:40.306788+00:00,0x18F182A0,159,59,155,118,0,0,0,0,1,,FORWARD,normal
3417,341.7,2026-04-22T08:40:40.306788+00:00,0x18F183A0,144,1,48,0,122,3,112,3,1,,FORWARD,normal
3417,341.7,2026-04-22T08:40:40.306788+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3417,341.7,2026-04-22T08:40:40.306788+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3417,341.7,2026-04-22T08:40:40.306788+00:00,0x18F189A0,37,0,6,0,0,0,0,0,1,,FORWARD,normal
3417,341.7,2026-04-22T08:40:40.306788+00:00,0x18F190A0,112,3,2,1,219,0,0,0,1,,FORWARD,normal
3418,341.8,2026-04-22T08:40:40.306973+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3418,341.8,2026-04-22T08:40:40.306973+00:00,0x18F182A0,158,60,159,119,0,0,0,0,1,,FORWARD,normal
3418,341.8,2026-04-22T08:40:40.306973+00:00,0x18F183A0,144,1,49,0,127,3,137,3,1,,FORWARD,normal
3418,341.8,2026-04-22T08:40:40.306973+00:00,0x18F184A0,125,101,54,56,87,111,68,58,1,,FORWARD,normal
3418,341.8,2026-04-22T08:40:40.306973+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3418,341.8,2026-04-22T08:40:40.306973+00:00,0x18F189A0,36,0,5,0,0,0,0,0,1,,FORWARD,normal
3418,341.8,2026-04-22T08:40:40.306973+00:00,0x18F190A0,137,3,2,1,217,0,0,0,1,,FORWARD,normal
3419,341.9,2026-04-22T08:40:40.307222+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3419,341.9,2026-04-22T08:40:40.307222+00:00,0x18F182A0,159,60,154,119,0,0,0,0,1,,FORWARD,normal
3419,341.9,2026-04-22T08:40:40.307222+00:00,0x18F183A0,144,1,51,0,123,3,114,3,1,,FORWARD,normal
3419,341.9,2026-04-22T08:40:40.307222+00:00,0x18F184A0,125,102,54,55,87,111,68,58,1,,FORWARD,normal
3419,341.9,2026-04-22T08:40:40.307222+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3419,341.9,2026-04-22T08:40:40.307222+00:00,0x18F189A0,35,0,6,0,0,0,0,0,1,,FORWARD,normal
3419,341.9,2026-04-22T08:40:40.307222+00:00,0x18F190A0,114,3,2,1,220,0,0,0,1,,FORWARD,normal
3420,342.0,2026-04-22T08:40:40.307412+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3420,342.0,2026-04-22T08:40:40.307412+00:00,0x18F182A0,158,57,156,118,0,0,0,0,1,,FORWARD,normal
3420,342.0,2026-04-22T08:40:40.307412+00:00,0x18F183A0,144,1,53,0,126,3,129,3,1,,FORWARD,normal
3420,342.0,2026-04-22T08:40:40.307412+00:00,0x18F184A0,125,101,54,55,87,111,68,58,1,,FORWARD,normal
3420,342.0,2026-04-22T08:40:40.307412+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3420,342.0,2026-04-22T08:40:40.307412+00:00,0x18F189A0,35,0,6,0,0,0,0,0,1,,FORWARD,normal
3420,342.0,2026-04-22T08:40:40.307412+00:00,0x18F190A0,129,3,2,1,222,0,0,0,1,,FORWARD,normal
3421,342.1,2026-04-22T08:40:40.307595+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3421,342.1,2026-04-22T08:40:40.307595+00:00,0x18F182A0,160,60,157,117,0,0,0,0,1,,FORWARD,normal
3421,342.1,2026-04-22T08:40:40.307595+00:00,0x18F183A0,144,1,54,0,123,3,148,3,1,,FORWARD,normal
3421,342.1,2026-04-22T08:40:40.307595+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3421,342.1,2026-04-22T08:40:40.307595+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3421,342.1,2026-04-22T08:40:40.307595+00:00,0x18F189A0,34,0,6,0,0,0,0,0,1,,FORWARD,normal
3421,342.1,2026-04-22T08:40:40.307595+00:00,0x18F190A0,148,3,2,1,218,0,0,0,1,,FORWARD,normal
3422,342.2,2026-04-22T08:40:40.307776+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3422,342.2,2026-04-22T08:40:40.307776+00:00,0x18F182A0,160,60,155,119,0,0,0,0,1,,FORWARD,normal
3422,342.2,2026-04-22T08:40:40.307776+00:00,0x18F183A0,144,1,55,0,135,3,143,3,1,,FORWARD,normal
3422,342.2,2026-04-22T08:40:40.307776+00:00,0x18F184A0,125,101,54,55,87,111,68,58,1,,FORWARD,normal
3422,342.2,2026-04-22T08:40:40.307776+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3422,342.2,2026-04-22T08:40:40.307776+00:00,0x18F189A0,33,0,6,0,0,0,0,0,1,,FORWARD,normal
3422,342.2,2026-04-22T08:40:40.307776+00:00,0x18F190A0,143,3,2,1,219,0,0,0,1,,FORWARD,normal
3423,342.3,2026-04-22T08:40:40.307956+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3423,342.3,2026-04-22T08:40:40.307956+00:00,0x18F182A0,159,60,156,118,0,0,0,0,1,,FORWARD,normal
3423,342.3,2026-04-22T08:40:40.307956+00:00,0x18F183A0,144,1,56,0,133,3,105,3,1,,FORWARD,normal
3423,342.3,2026-04-22T08:40:40.307956+00:00,0x18F184A0,125,101,54,55,87,110,68,58,1,,FORWARD,normal
3423,342.3,2026-04-22T08:40:40.307956+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3423,342.3,2026-04-22T08:40:40.307956+00:00,0x18F189A0,33,0,6,0,0,0,0,0,1,,FORWARD,normal
3423,342.3,2026-04-22T08:40:40.307956+00:00,0x18F190A0,105,3,2,1,218,0,0,0,1,,FORWARD,normal
3424,342.4,2026-04-22T08:40:40.308136+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3424,342.4,2026-04-22T08:40:40.308136+00:00,0x18F182A0,155,60,155,118,0,0,0,0,1,,FORWARD,normal
3424,342.4,2026-04-22T08:40:40.308136+00:00,0x18F183A0,144,1,56,0,135,3,145,3,1,,FORWARD,normal
3424,342.4,2026-04-22T08:40:40.308136+00:00,0x18F184A0,125,101,54,54,87,111,68,58,1,,FORWARD,normal
3424,342.4,2026-04-22T08:40:40.308136+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3424,342.4,2026-04-22T08:40:40.308136+00:00,0x18F189A0,32,0,6,0,0,0,0,0,1,,FORWARD,normal
3424,342.4,2026-04-22T08:40:40.308136+00:00,0x18F190A0,145,3,2,1,220,0,0,0,1,,FORWARD,normal
3425,342.5,2026-04-22T08:40:40.308315+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3425,342.5,2026-04-22T08:40:40.308315+00:00,0x18F182A0,160,57,157,118,0,0,0,0,1,,FORWARD,normal
3425,342.5,2026-04-22T08:40:40.308315+00:00,0x18F183A0,144,1,57,0,118,3,116,3,1,,FORWARD,normal
3425,342.5,2026-04-22T08:40:40.308315+00:00,0x18F184A0,125,101,54,55,87,109,68,58,1,,FORWARD,normal
3425,342.5,2026-04-22T08:40:40.308315+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3425,342.5,2026-04-22T08:40:40.308315+00:00,0x18F189A0,31,0,6,0,0,0,0,0,1,,FORWARD,normal
3425,342.5,2026-04-22T08:40:40.308315+00:00,0x18F190A0,116,3,2,1,221,0,0,0,1,,FORWARD,normal
3426,342.6,2026-04-22T08:40:40.308495+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3426,342.6,2026-04-22T08:40:40.308495+00:00,0x18F182A0,161,58,155,118,0,0,0,0,1,,FORWARD,normal
3426,342.6,2026-04-22T08:40:40.308495+00:00,0x18F183A0,144,1,57,0,136,3,131,3,1,,FORWARD,normal
3426,342.6,2026-04-22T08:40:40.308495+00:00,0x18F184A0,125,101,54,55,87,111,68,58,1,,FORWARD,normal
3426,342.6,2026-04-22T08:40:40.308495+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3426,342.6,2026-04-22T08:40:40.308495+00:00,0x18F189A0,30,0,6,0,0,0,0,0,1,,FORWARD,normal
3426,342.6,2026-04-22T08:40:40.308495+00:00,0x18F190A0,131,3,2,1,219,0,0,0,1,,FORWARD,normal
3427,342.7,2026-04-22T08:40:40.308673+00:00,0x18F181A0,0,2,0,53,92,27,12,2,1,,FORWARD,normal
3427,342.7,2026-04-22T08:40:40.308673+00:00,0x18F182A0,156,58,157,119,0,0,0,0,1,,FORWARD,normal
3427,342.7,2026-04-22T08:40:40.308673+00:00,0x18F183A0,144,1,58,0,137,3,147,3,1,,FORWARD,normal
3427,342.7,2026-04-22T08:40:40.308673+00:00,0x18F184A0,125,101,54,55,87,112,68,58,1,,FORWARD,normal
3427,342.7,2026-04-22T08:40:40.308673+00:00,0x18F185A0,255,255,6,0,96,41,0,0,1,,FORWARD,normal
3427,342.7,2026-04-22T08:40:40.308673+00:00,0x18F189A0,30,0,6,0,0,0,0,0,1,,FORWARD,normal
