序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
13,接收,1,2026-04-24 15:36:32.431.310,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
14,接收,1,2026-04-24 15:36:32.444.586,0.013276,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 98
15,接收,1,2026-04-24 15:36:32.511.863,0.067277,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 5f 12 f0
16,接收,1,2026-04-24 15:36:32.532.583,0.020720,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 98
17,接收,1,2026-04-24 15:36:32.573.621,0.041038,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
18,接收,1,2026-04-24 15:36:32.601.087,0.027466,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
19,接收,1,2026-04-24 15:36:32.611.863,0.010776,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 5d 12 f0
20,接收,1,2026-04-24 15:36:32.620.583,0.008720,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 99
21,接收,1,2026-04-24 15:36:32.701.082,0.080499,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
22,接收,1,2026-04-24 15:36:32.708.578,0.007496,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 99
23,接收,1,2026-04-24 15:36:32.711.883,0.003305,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 63 12 f0
24,接收,1,2026-04-24 15:36:32.796.576,0.084693,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9a
25,接收,1,2026-04-24 15:36:32.805.624,0.009048,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
26,接收,1,2026-04-24 15:36:32.811.880,0.006256,731,报文帧,数据帧,标准帧,CAN,1,05
27,接收,1,2026-04-24 15:36:32.812.112,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 66 12 f0
28,接收,1,2026-04-24 15:36:32.884.574,0.072462,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9a
29,接收,1,2026-04-24 15:36:32.911.899,0.027325,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 60 12 f0
30,接收,1,2026-04-24 15:36:32.925.619,0.013720,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 2a 57 19 00 00
31,接收,1,2026-04-24 15:36:32.926.187,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 94 00 80 00
32,接收,1,2026-04-24 15:36:32.926.759,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 21 03 70 01
33,接收,1,2026-04-24 15:36:32.927.320,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2e 00
34,接收,1,2026-04-24 15:36:32.927.892,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
35,接收,1,2026-04-24 15:36:32.928.460,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
36,接收,1,2026-04-24 15:36:32.929.021,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
37,接收,1,2026-04-24 15:36:32.929.585,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
38,接收,1,2026-04-24 15:36:32.930.153,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 15 00
39,接收,1,2026-04-24 15:36:32.930.722,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
40,接收,1,2026-04-24 15:36:32.931.302,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 2a 57 19 00 00
41,接收,1,2026-04-24 15:36:32.931.782,0.000480,182,报文帧,数据帧,标准帧,CAN,8,01 00 94 00 1a 00 80 00
42,接收,1,2026-04-24 15:36:32.932.266,0.000484,183,报文帧,数据帧,标准帧,CAN,8,00 00 4a 00 47 00 56 00
43,接收,1,2026-04-24 15:36:32.932.754,0.000488,184,报文帧,数据帧,标准帧,CAN,8,19 00 21 03 70 01 00 00
44,接收,1,2026-04-24 15:36:32.933.239,0.000485,185,报文帧,数据帧,标准帧,CAN,8,02 02 00 00 00 02 5f 19
45,接收,1,2026-04-24 15:36:32.933.723,0.000484,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 02 00 00 00
46,接收,1,2026-04-24 15:36:32.972.569,0.038846,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9b
47,接收,1,2026-04-24 15:36:32.973.629,0.001060,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
48,接收,1,2026-04-24 15:36:33.001.064,0.027435,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
49,接收,1,2026-04-24 15:36:33.011.896,0.010832,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 60 12 f0
50,接收,1,2026-04-24 15:36:33.060.566,0.048670,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9b
51,接收,1,2026-04-24 15:36:33.101.056,0.040490,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
52,接收,1,2026-04-24 15:36:33.111.892,0.010836,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 66 12 f0
53,接收,1,2026-04-24 15:36:33.148.563,0.036671,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9c
54,接收,1,2026-04-24 15:36:33.201.052,0.052489,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
55,接收,1,2026-04-24 15:36:33.211.912,0.010860,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 66 12 f0
56,接收,1,2026-04-24 15:36:33.236.559,0.024647,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9c
57,接收,1,2026-04-24 15:36:33.311.909,0.075350,731,报文帧,数据帧,标准帧,CAN,1,05
58,接收,1,2026-04-24 15:36:33.312.141,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 67 12 f0
59,接收,1,2026-04-24 15:36:33.324.556,0.012415,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9c
60,接收,1,2026-04-24 15:36:33.369.095,0.044539,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
61,接收,1,2026-04-24 15:36:33.405.588,0.036493,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
62,接收,1,2026-04-24 15:36:33.411.936,0.006348,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 6d 12 f0
63,接收,1,2026-04-24 15:36:33.412.556,0.000620,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9d
64,接收,1,2026-04-24 15:36:33.425.609,0.013053,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 2a 57 19 00 00
65,接收,1,2026-04-24 15:36:33.426.177,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 94 00 80 00
66,接收,1,2026-04-24 15:36:33.426.749,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 70 01
67,接收,1,2026-04-24 15:36:33.427.314,0.000565,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2e 00
68,接收,1,2026-04-24 15:36:33.427.886,0.000572,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
69,接收,1,2026-04-24 15:36:33.428.454,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
70,接收,1,2026-04-24 15:36:33.429.014,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
71,接收,1,2026-04-24 15:36:33.429.578,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
72,接收,1,2026-04-24 15:36:33.430.147,0.000569,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 15 00
73,接收,1,2026-04-24 15:36:33.430.715,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
74,接收,1,2026-04-24 15:36:33.431.295,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
75,接收,1,2026-04-24 15:36:33.500.553,0.069258,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9d
76,接收,1,2026-04-24 15:36:33.505.581,0.005028,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
77,接收,1,2026-04-24 15:36:33.511.933,0.006352,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 6b 12 f0
78,接收,1,2026-04-24 15:36:33.588.551,0.076618,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9e
79,接收,1,2026-04-24 15:36:33.605.574,0.017023,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
80,接收,1,2026-04-24 15:36:33.611.930,0.006356,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 68 12 f0
81,接收,1,2026-04-24 15:36:33.676.548,0.064618,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9e
82,接收,1,2026-04-24 15:36:33.711.949,0.035401,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 68 12 f0
83,接收,1,2026-04-24 15:36:33.764.543,0.052594,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9f
84,接收,1,2026-04-24 15:36:33.773.547,0.009004,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
85,接收,1,2026-04-24 15:36:33.801.013,0.027466,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
86,接收,1,2026-04-24 15:36:33.811.945,0.010932,731,报文帧,数据帧,标准帧,CAN,1,05
87,接收,1,2026-04-24 15:36:33.812.177,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 66 12 f0
88,接收,1,2026-04-24 15:36:33.852.540,0.040363,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9f
89,接收,1,2026-04-24 15:36:33.905.557,0.053017,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
90,接收,1,2026-04-24 15:36:33.911.953,0.006396,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 65 12 f0
91,接收,1,2026-04-24 15:36:33.925.601,0.013648,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 2a 57 19 00 00
92,接收,1,2026-04-24 15:36:33.926.169,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 94 00 80 00
93,接收,1,2026-04-24 15:36:33.926.742,0.000573,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1e 03 70 01
94,接收,1,2026-04-24 15:36:33.927.302,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2e 00
95,接收,1,2026-04-24 15:36:33.927.875,0.000573,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
96,接收,1,2026-04-24 15:36:33.928.443,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
97,接收,1,2026-04-24 15:36:33.929.004,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
98,接收,1,2026-04-24 15:36:33.929.568,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
99,接收,1,2026-04-24 15:36:33.930.136,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 15 00
100,接收,1,2026-04-24 15:36:33.930.704,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
101,接收,1,2026-04-24 15:36:33.931.284,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 2a 57 19 00 00
102,接收,1,2026-04-24 15:36:33.931.765,0.000481,182,报文帧,数据帧,标准帧,CAN,8,01 00 94 00 1a 00 80 00
103,接收,1,2026-04-24 15:36:33.932.249,0.000484,183,报文帧,数据帧,标准帧,CAN,8,00 00 4a 00 47 00 56 00
104,接收,1,2026-04-24 15:36:33.932.737,0.000488,184,报文帧,数据帧,标准帧,CAN,8,19 00 1e 03 70 01 00 00
105,接收,1,2026-04-24 15:36:33.933.221,0.000484,185,报文帧,数据帧,标准帧,CAN,8,02 02 00 00 00 02 5f 19
106,接收,1,2026-04-24 15:36:33.933.706,0.000485,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 02 00 00 00
107,接收,1,2026-04-24 15:36:33.940.537,0.006831,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 9f
108,接收,1,2026-04-24 15:36:34.005.550,0.065013,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
109,接收,1,2026-04-24 15:36:34.011.974,0.006424,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 66 12 f0
110,接收,1,2026-04-24 15:36:34.028.537,0.016563,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a0
111,接收,1,2026-04-24 15:36:34.111.966,0.083429,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 68 12 f0
112,接收,1,2026-04-24 15:36:34.116.534,0.004568,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a0
113,接收,1,2026-04-24 15:36:34.173.523,0.056989,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
114,接收,1,2026-04-24 15:36:34.200.990,0.027467,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
115,接收,1,2026-04-24 15:36:34.204.529,0.003539,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a1
116,接收,1,2026-04-24 15:36:34.211.990,0.007461,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 66 12 f0
117,接收,1,2026-04-24 15:36:34.292.527,0.080537,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a1
118,接收,1,2026-04-24 15:36:34.300.983,0.008456,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
119,接收,1,2026-04-24 15:36:34.311.984,0.011001,731,报文帧,数据帧,标准帧,CAN,1,05
120,接收,1,2026-04-24 15:36:34.312.215,0.000231,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 65 12 f0
121,接收,1,2026-04-24 15:36:34.380.525,0.068310,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a2
122,接收,1,2026-04-24 15:36:34.405.524,0.024999,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
123,接收,1,2026-04-24 15:36:34.411.992,0.006468,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 66 12 f0
124,接收,1,2026-04-24 15:36:34.425.592,0.013600,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 2a 57 19 00 00
125,接收,1,2026-04-24 15:36:34.426.161,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 94 00 80 00
126,接收,1,2026-04-24 15:36:34.426.733,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 70 01
127,接收,1,2026-04-24 15:36:34.427.297,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2e 00
128,接收,1,2026-04-24 15:36:34.427.870,0.000573,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
129,接收,1,2026-04-24 15:36:34.428.438,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
130,接收,1,2026-04-24 15:36:34.428.998,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
131,接收,1,2026-04-24 15:36:34.429.563,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
132,接收,1,2026-04-24 15:36:34.430.131,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 15 00
133,接收,1,2026-04-24 15:36:34.430.699,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
134,接收,1,2026-04-24 15:36:34.431.280,0.000581,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
135,接收,1,2026-04-24 15:36:34.468.522,0.037242,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a2
136,接收,1,2026-04-24 15:36:34.512.007,0.043485,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 68 12 f0
137,接收,1,2026-04-24 15:36:34.556.518,0.044511,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a3
138,接收,1,2026-04-24 15:36:34.573.498,0.016980,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
139,接收,1,2026-04-24 15:36:34.600.964,0.027466,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
140,接收,1,2026-04-24 15:36:34.612.008,0.011044,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 69 12 f0
141,接收,1,2026-04-24 15:36:34.644.515,0.032507,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a3
142,接收,1,2026-04-24 15:36:34.700.960,0.056445,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
143,接收,1,2026-04-24 15:36:34.712.028,0.011068,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 68 12 f0
144,接收,1,2026-04-24 15:36:34.732.512,0.020484,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a3
145,接收,1,2026-04-24 15:36:34.800.952,0.068440,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
146,接收,1,2026-04-24 15:36:34.812.028,0.011076,731,报文帧,数据帧,标准帧,CAN,1,05
147,接收,1,2026-04-24 15:36:34.812.260,0.000232,1b1,报文帧,数据帧,标准帧,CAN,5,6a 27 69 12 f0
148,接收,1,2026-04-24 15:36:34.820.511,0.008251,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a4
149,接收,1,2026-04-24 15:36:34.908.509,0.087998,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a4
150,接收,1,2026-04-24 15:36:34.913.021,0.004512,1b1,报文帧,数据帧,标准帧,CAN,5,72 27 69 12 f0
151,接收,1,2026-04-24 15:36:34.925.585,0.012564,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 2a 57 19 00 00
152,接收,1,2026-04-24 15:36:34.926.153,0.000568,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 94 00 80 00
153,接收,1,2026-04-24 15:36:34.926.725,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 20 03 70 01
154,接收,1,2026-04-24 15:36:34.927.289,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1f 00 2e 00
155,接收,1,2026-04-24 15:36:34.927.862,0.000573,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
156,接收,1,2026-04-24 15:36:34.928.430,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
157,接收,1,2026-04-24 15:36:34.928.990,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
158,接收,1,2026-04-24 15:36:34.929.554,0.000564,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
159,接收,1,2026-04-24 15:36:34.930.122,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 15 00
160,接收,1,2026-04-24 15:36:34.930.691,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
161,接收,1,2026-04-24 15:36:34.931.271,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 01 00 2a 57 19 00 00
162,接收,1,2026-04-24 15:36:34.931.751,0.000480,182,报文帧,数据帧,标准帧,CAN,8,01 00 94 00 1a 00 80 00
163,接收,1,2026-04-24 15:36:34.932.236,0.000485,183,报文帧,数据帧,标准帧,CAN,8,00 00 4a 00 47 00 56 00
164,接收,1,2026-04-24 15:36:34.932.724,0.000488,184,报文帧,数据帧,标准帧,CAN,8,19 00 20 03 70 01 00 00
165,接收,1,2026-04-24 15:36:34.933.212,0.000488,185,报文帧,数据帧,标准帧,CAN,8,02 02 00 00 00 02 5f 19
166,接收,1,2026-04-24 15:36:34.933.696,0.000484,186,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 02 00 00 00
167,接收,1,2026-04-24 15:36:34.969.026,0.035330,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
168,接收,1,2026-04-24 15:36:34.996.505,0.027479,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a5
169,接收,1,2026-04-24 15:36:35.000.941,0.004436,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
170,接收,1,2026-04-24 15:36:35.013.041,0.012100,1b1,报文帧,数据帧,标准帧,CAN,5,72 27 6b 12 f0
171,接收,1,2026-04-24 15:36:35.084.503,0.071462,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a5
172,接收,1,2026-04-24 15:36:35.100.934,0.016431,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
173,接收,1,2026-04-24 15:36:35.113.038,0.012104,1b1,报文帧,数据帧,标准帧,CAN,5,72 27 6c 12 f0
174,接收,1,2026-04-24 15:36:35.172.496,0.059458,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a6
175,接收,1,2026-04-24 15:36:35.205.475,0.032979,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
176,接收,1,2026-04-24 15:36:35.213.059,0.007584,1b1,报文帧,数据帧,标准帧,CAN,5,72 27 70 12 f0
177,接收,1,2026-04-24 15:36:35.260.494,0.047435,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a6
178,接收,1,2026-04-24 15:36:35.313.054,0.052560,731,报文帧,数据帧,标准帧,CAN,1,05
179,接收,1,2026-04-24 15:36:35.313.287,0.000233,1b1,报文帧,数据帧,标准帧,CAN,5,72 27 6f 12 f0
180,接收,1,2026-04-24 15:36:35.348.493,0.035206,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a7
181,接收,1,2026-04-24 15:36:35.373.448,0.024955,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
182,接收,1,2026-04-24 15:36:35.405.462,0.032014,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
183,接收,1,2026-04-24 15:36:35.413.058,0.007596,1b1,报文帧,数据帧,标准帧,CAN,5,72 27 6e 12 f0
184,接收,1,2026-04-24 15:36:35.425.578,0.012520,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 01 00 2a 57 19 00 00
185,接收,1,2026-04-24 15:36:35.426.147,0.000569,18f182a0,报文帧,数据帧,扩展帧,CAN,8,01 00 1a 00 94 00 80 00
186,接收,1,2026-04-24 15:36:35.426.719,0.000572,18f183a0,报文帧,数据帧,扩展帧,CAN,8,c4 09 00 00 1f 03 70 01
187,接收,1,2026-04-24 15:36:35.427.283,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,00 00 22 00 1e 00 2e 00
188,接收,1,2026-04-24 15:36:35.427.851,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,21 0a 00 00 20 1c 00 00
189,接收,1,2026-04-24 15:36:35.428.419,0.000568,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 02 01 01 01 00 5f 19
190,接收,1,2026-04-24 15:36:35.428.979,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,02 02 02 01 02 02 02 02
191,接收,1,2026-04-24 15:36:35.429.544,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 02 01 02
192,接收,1,2026-04-24 15:36:35.430.112,0.000568,18f189a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 03 15 00
193,接收,1,2026-04-24 15:36:35.430.680,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,00 00 00 00 00 00 00 00
194,接收,1,2026-04-24 15:36:35.431.260,0.000580,11d,报文帧,数据帧,标准帧,CAN,8,01 03 00 00 00 01 84 0a
195,接收,1,2026-04-24 15:36:35.436.488,0.005228,2,报文帧,数据帧,标准帧,CAN,8,00 01 00 00 00 00 80 a7
196,接收,1,2026-04-24 15:36:35.505.456,0.068968,18d,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 01 00
197,接收,1,2026-04-24 15:36:35.513.084,0.007628,1b1,报文帧,数据帧,标准帧,CAN,5,72 27 6c 12 f0
