序号,方向,CAN通道,时间标识,增量时间（秒）,帧ID,帧类别,帧类型,帧格式,数据类别,DLC(数据长度,数据
53,接收,1,2026-05-05 12:52:58.766.806,0.052485,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
54,接收,1,2026-05-05 12:52:58.809.150,0.042344,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
55,接收,1,2026-05-05 12:52:58.873.990,0.064840,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
56,接收,1,2026-05-05 12:52:58.904.404,0.030414,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
57,接收,1,2026-05-05 12:52:58.966.797,0.062393,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
58,接收,1,2026-05-05 12:52:58.995.004,0.028207,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
59,接收,1,2026-05-05 12:52:59.066.792,0.071788,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
60,接收,1,2026-05-05 12:52:59.090.112,0.023320,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
61,接收,1,2026-05-05 12:52:59.143.820,0.053708,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 26 4e 18 00 00
62,接收,1,2026-05-05 12:52:59.144.392,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9c 00 30 00 9d 00 7b 00
63,接收,1,2026-05-05 12:52:59.144.949,0.000557,18f183a0,报文帧,数据帧,扩展帧,CAN,8,d3 0a 03 00 c3 05 f4 01
64,接收,1,2026-05-05 12:52:59.145.509,0.000560,18f184a0,报文帧,数据帧,扩展帧,CAN,8,de 00 35 00 31 00 3d 00
65,接收,1,2026-05-05 12:52:59.146.070,0.000561,18f185a0,报文帧,数据帧,扩展帧,CAN,8,1a 10 00 00 74 71 00 00
66,接收,1,2026-05-05 12:52:59.146.631,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3b 3d
67,接收,1,2026-05-05 12:52:59.147.191,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
68,接收,1,2026-05-05 12:52:59.147.756,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
69,接收,1,2026-05-05 12:52:59.148.325,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
70,接收,1,2026-05-05 12:52:59.148.905,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 26 4e 18 00 00
71,接收,1,2026-05-05 12:52:59.149.394,0.000489,182,报文帧,数据帧,标准帧,CAN,8,9c 00 9d 00 30 00 7b 00
72,接收,1,2026-05-05 12:52:59.149.875,0.000481,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 59 00 65 00
73,接收,1,2026-05-05 12:52:59.150.351,0.000476,184,报文帧,数据帧,标准帧,CAN,8,d3 0a c3 05 f4 01 de 00
74,接收,1,2026-05-05 12:52:59.150.824,0.000473,185,报文帧,数据帧,标准帧,CAN,8,d3 0a 0f 00 00 02 3b 3d
75,接收,1,2026-05-05 12:52:59.151.292,0.000468,186,报文帧,数据帧,标准帧,CAN,8,1a 10 00 00 74 71 00 00
76,接收,1,2026-05-05 12:52:59.151.769,0.000477,191,报文帧,数据帧,标准帧,CAN,8,15 02 00 00 00 00 00 00
77,接收,1,2026-05-05 12:52:59.185.358,0.033589,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
78,接收,1,2026-05-05 12:52:59.193.970,0.008612,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
79,接收,1,2026-05-05 12:52:59.266.779,0.072809,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
80,接收,1,2026-05-05 12:52:59.276.025,0.009246,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
81,接收,1,2026-05-05 12:52:59.366.776,0.090751,18d,报文帧,数据帧,标准帧,CAN,8,28 00 00 00 00 00 00 00
82,接收,1,2026-05-05 12:52:59.371.183,0.004407,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
83,接收,1,2026-05-05 12:52:59.461.957,0.090774,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
84,接收,1,2026-05-05 12:52:59.513.954,0.051997,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
85,接收,1,2026-05-05 12:52:59.557.041,0.043087,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
86,接收,1,2026-05-05 12:52:59.566.765,0.009724,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
87,接收,1,2026-05-05 12:52:59.643.813,0.077048,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 26 4e 18 00 00
88,接收,1,2026-05-05 12:52:59.644.385,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9c 00 31 00 9d 00 7b 00
89,接收,1,2026-05-05 12:52:59.644.938,0.000553,18f183a0,报文帧,数据帧,扩展帧,CAN,8,d3 0a 03 00 19 06 f4 01
90,接收,1,2026-05-05 12:52:59.645.491,0.000553,18f184a0,报文帧,数据帧,扩展帧,CAN,8,de 00 35 00 31 00 3d 00
91,接收,1,2026-05-05 12:52:59.646.051,0.000560,18f185a0,报文帧,数据帧,扩展帧,CAN,8,1a 10 00 00 74 71 00 00
92,接收,1,2026-05-05 12:52:59.646.612,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3b 3c
93,接收,1,2026-05-05 12:52:59.647.168,0.000556,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
94,接收,1,2026-05-05 12:52:59.647.733,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
95,接收,1,2026-05-05 12:52:59.648.302,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
96,接收,1,2026-05-05 12:52:59.648.882,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 26 4e 18 00 00
97,接收,1,2026-05-05 12:52:59.649.371,0.000489,182,报文帧,数据帧,标准帧,CAN,8,9c 00 9d 00 31 00 7b 00
98,接收,1,2026-05-05 12:52:59.649.848,0.000477,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 59 00 65 00
99,接收,1,2026-05-05 12:52:59.650.324,0.000476,184,报文帧,数据帧,标准帧,CAN,8,d3 0a 19 06 f4 01 de 00
100,接收,1,2026-05-05 12:52:59.650.785,0.000461,185,报文帧,数据帧,标准帧,CAN,8,d3 0a 0f 00 00 02 3b 3c
101,接收,1,2026-05-05 12:52:59.651.257,0.000472,186,报文帧,数据帧,标准帧,CAN,8,1a 10 00 00 74 71 00 00
102,接收,1,2026-05-05 12:52:59.651.734,0.000477,191,报文帧,数据帧,标准帧,CAN,8,5a 02 00 00 00 00 00 00
103,接收,1,2026-05-05 12:52:59.652.246,0.000512,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
104,接收,1,2026-05-05 12:52:59.673.945,0.021699,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
105,接收,1,2026-05-05 12:52:59.743.115,0.069170,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
106,接收,1,2026-05-05 12:52:59.766.754,0.023639,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
107,接收,1,2026-05-05 12:52:59.838.140,0.071386,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
108,接收,1,2026-05-05 12:52:59.866.746,0.028606,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
109,接收,1,2026-05-05 12:52:59.933.257,0.066511,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
110,接收,1,2026-05-05 12:52:59.993.929,0.060672,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
111,接收,1,2026-05-05 12:53:00.024.095,0.030166,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
112,接收,1,2026-05-05 12:53:00.066.738,0.042643,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
113,接收,1,2026-05-05 12:53:00.119.135,0.052397,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
114,接收,1,2026-05-05 12:53:00.143.800,0.024665,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 26 4e 18 00 00
115,接收,1,2026-05-05 12:53:00.144.372,0.000572,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9c 00 39 00 9d 00 7b 00
116,接收,1,2026-05-05 12:53:00.144.929,0.000557,18f183a0,报文帧,数据帧,扩展帧,CAN,8,ec 0a 03 00 0f 06 f8 01
117,接收,1,2026-05-05 12:53:00.145.494,0.000565,18f184a0,报文帧,数据帧,扩展帧,CAN,8,e0 00 35 00 31 00 3d 00
118,接收,1,2026-05-05 12:53:00.146.062,0.000568,18f185a0,报文帧,数据帧,扩展帧,CAN,8,1a 10 00 00 75 71 00 00
119,接收,1,2026-05-05 12:53:00.146.623,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3b 3d
120,接收,1,2026-05-05 12:53:00.147.183,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
121,接收,1,2026-05-05 12:53:00.147.748,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
122,接收,1,2026-05-05 12:53:00.148.317,0.000569,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
123,接收,1,2026-05-05 12:53:00.148.897,0.000580,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 26 4e 18 00 00
124,接收,1,2026-05-05 12:53:00.149.386,0.000489,182,报文帧,数据帧,标准帧,CAN,8,9c 00 9d 00 39 00 7b 00
125,接收,1,2026-05-05 12:53:00.149.859,0.000473,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 59 00 65 00
126,接收,1,2026-05-05 12:53:00.150.335,0.000476,184,报文帧,数据帧,标准帧,CAN,8,ec 0a 0f 06 f8 01 e0 00
127,接收,1,2026-05-05 12:53:00.150.824,0.000489,185,报文帧,数据帧,标准帧,CAN,8,ec 0a 0f 00 00 02 3b 3d
128,接收,1,2026-05-05 12:53:00.151.296,0.000472,186,报文帧,数据帧,标准帧,CAN,8,1a 10 00 00 75 71 00 00
129,接收,1,2026-05-05 12:53:00.151.777,0.000481,191,报文帧,数据帧,标准帧,CAN,8,5a 02 00 00 00 00 00 00
130,接收,1,2026-05-05 12:53:00.166.732,0.014955,18d,报文帧,数据帧,标准帧,CAN,8,28 00 00 00 00 00 00 00
131,接收,1,2026-05-05 12:53:00.214.454,0.047722,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
132,接收,1,2026-05-05 12:53:00.305.032,0.090578,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
133,接收,1,2026-05-05 12:53:00.313.912,0.008880,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
134,接收,1,2026-05-05 12:53:00.366.721,0.052809,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
135,接收,1,2026-05-05 12:53:00.400.154,0.033433,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
136,接收,1,2026-05-05 12:53:00.473.902,0.073748,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
137,接收,1,2026-05-05 12:53:00.490.919,0.017017,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
138,接收,1,2026-05-05 12:53:00.566.711,0.075792,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
139,接收,1,2026-05-05 12:53:00.586.131,0.019420,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
140,接收,1,2026-05-05 12:53:00.643.791,0.057660,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 26 4e 19 00 00
141,接收,1,2026-05-05 12:53:00.644.356,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9c 00 3a 00 9d 00 7c 00
142,接收,1,2026-05-05 12:53:00.644.921,0.000565,18f183a0,报文帧,数据帧,扩展帧,CAN,8,ec 0a 04 00 78 06 f8 01
143,接收,1,2026-05-05 12:53:00.645.485,0.000564,18f184a0,报文帧,数据帧,扩展帧,CAN,8,e0 00 35 00 31 00 3d 00
144,接收,1,2026-05-05 12:53:00.646.054,0.000569,18f185a0,报文帧,数据帧,扩展帧,CAN,8,1a 10 00 00 75 71 00 00
145,接收,1,2026-05-05 12:53:00.646.615,0.000561,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3b 3d
146,接收,1,2026-05-05 12:53:00.647.175,0.000560,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
147,接收,1,2026-05-05 12:53:00.647.740,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
148,接收,1,2026-05-05 12:53:00.648.308,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
149,接收,1,2026-05-05 12:53:00.648.889,0.000581,181,报文帧,数据帧,标准帧,CAN,8,00 03 00 26 4e 19 00 00
150,接收,1,2026-05-05 12:53:00.649.378,0.000489,182,报文帧,数据帧,标准帧,CAN,8,9c 00 9d 00 3a 00 7c 00
151,接收,1,2026-05-05 12:53:00.649.862,0.000484,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 59 00 65 00
152,接收,1,2026-05-05 12:53:00.650.339,0.000477,184,报文帧,数据帧,标准帧,CAN,8,ec 0a 78 06 f8 01 e0 00
153,接收,1,2026-05-05 12:53:00.650.820,0.000481,185,报文帧,数据帧,标准帧,CAN,8,ec 0a 10 00 00 02 3b 3d
154,接收,1,2026-05-05 12:53:00.651.288,0.000468,186,报文帧,数据帧,标准帧,CAN,8,1a 10 00 00 75 71 00 00
155,接收,1,2026-05-05 12:53:00.651.769,0.000481,191,报文帧,数据帧,标准帧,CAN,8,9f 02 00 00 00 00 00 00
156,接收,1,2026-05-05 12:53:00.666.704,0.014935,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
157,接收,1,2026-05-05 12:53:00.681.189,0.014485,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
158,接收,1,2026-05-05 12:53:00.771.955,0.090766,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
159,接收,1,2026-05-05 12:53:00.793.886,0.021931,18d,报文帧,数据帧,标准帧,CAN,8,28 00 00 00 00 00 00 00
160,接收,1,2026-05-05 12:53:00.866.694,0.072808,18d,报文帧,数据帧,标准帧,CAN,8,28 00 00 00 00 00 01 00
161,接收,1,2026-05-05 12:53:00.867.227,0.000533,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
162,接收,1,2026-05-05 12:53:00.962.507,0.095280,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
163,接收,1,2026-05-05 12:53:00.966.687,0.004180,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
164,接收,1,2026-05-05 12:53:01.053.045,0.086358,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
165,接收,1,2026-05-05 12:53:01.113.866,0.060821,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
166,接收,1,2026-05-05 12:53:01.143.779,0.029913,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 26 4e 19 00 00
167,接收,1,2026-05-05 12:53:01.144.344,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9c 00 44 00 9d 00 7e 00
168,接收,1,2026-05-05 12:53:01.144.908,0.000564,18f183a0,报文帧,数据帧,扩展帧,CAN,8,e9 0a 04 00 dc 06 00 02
169,接收,1,2026-05-05 12:53:01.145.473,0.000565,18f184a0,报文帧,数据帧,扩展帧,CAN,8,e9 00 35 00 31 00 3d 00
170,接收,1,2026-05-05 12:53:01.146.038,0.000565,18f185a0,报文帧,数据帧,扩展帧,CAN,8,1b 10 00 00 76 71 00 00
171,接收,1,2026-05-05 12:53:01.146.598,0.000560,18f186a0,报文帧,数据帧,扩展帧,CAN,8,02 01 01 01 01 00 3b 3d
172,接收,1,2026-05-05 12:53:01.147.159,0.000561,18f187a0,报文帧,数据帧,扩展帧,CAN,8,01 02 02 01 01 01 02 02
173,接收,1,2026-05-05 12:53:01.147.724,0.000565,18f188a0,报文帧,数据帧,扩展帧,CAN,8,02 02 00 00 00 01 02 02
174,接收,1,2026-05-05 12:53:01.148.292,0.000568,18f190a0,报文帧,数据帧,扩展帧,CAN,8,02 00 00 00 00 00 00 00
175,接收,1,2026-05-05 12:53:01.148.872,0.000580,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
176,接收,1,2026-05-05 12:53:01.149.365,0.000493,182,报文帧,数据帧,标准帧,CAN,8,9c 00 9d 00 44 00 7e 00
177,接收,1,2026-05-05 12:53:01.149.846,0.000481,183,报文帧,数据帧,标准帧,CAN,8,00 00 5d 00 59 00 65 00
178,接收,1,2026-05-05 12:53:01.150.323,0.000477,184,报文帧,数据帧,标准帧,CAN,8,e9 0a dc 06 00 02 e9 00
179,接收,1,2026-05-05 12:53:01.150.791,0.000468,185,报文帧,数据帧,标准帧,CAN,8,e9 0a 13 00 00 02 3b 3d
180,接收,1,2026-05-05 12:53:01.151.252,0.000461,186,报文帧,数据帧,标准帧,CAN,8,1b 10 00 00 76 71 00 00
181,接收,1,2026-05-05 12:53:01.151.729,0.000477,191,报文帧,数据帧,标准帧,CAN,8,e4 02 00 00 00 00 00 00
182,接收,1,2026-05-05 12:53:01.166.676,0.014947,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
183,接收,1,2026-05-05 12:53:01.239.113,0.072437,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
184,接收,1,2026-05-05 12:53:01.273.859,0.034746,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
185,接收,1,2026-05-05 12:53:01.334.355,0.060496,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
186,接收,1,2026-05-05 12:53:01.366.665,0.032310,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
187,接收,1,2026-05-05 12:53:01.429.685,0.063020,11,报文帧,数据帧,标准帧,CAN,8,cd 80 00 00 00 00 00 00
188,接收,1,2026-05-05 12:53:01.466.663,0.036978,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 01 00
189,接收,1,2026-05-05 12:53:01.520.368,0.053705,12,报文帧,数据帧,标准帧,CAN,4,00 03 00 00
190,接收,1,2026-05-05 12:53:01.593.840,0.073472,18d,报文帧,数据帧,标准帧,CAN,8,20 00 00 00 00 00 00 00
191,接收,1,2026-05-05 12:53:01.615.732,0.021892,10,报文帧,数据帧,标准帧,CAN,8,00 00 00 00 00 00 00 00
192,接收,1,2026-05-05 12:53:01.643.772,0.028040,18f181a0,报文帧,数据帧,扩展帧,CAN,8,00 03 00 26 4e 19 00 00
193,接收,1,2026-05-05 12:53:01.644.337,0.000565,18f182a0,报文帧,数据帧,扩展帧,CAN,8,9b 00 43 00 9d 00 7d 00
194,接收,1,2026-05-05 12:53:01.644.889,0.000552,18f183a0,报文帧,数据帧,扩展帧,CAN,8,e9 0a 05 00 d8 06 00 02
195,接收,1,2026-05-05 12:53:01.645.450,0.000561,18f184a0,报文帧,数据帧,扩展帧,CAN,8,e9 00 35 00 31 00 3d 00
